file name,text,index,left character,right character,left emote,right emote,RequireYN?,OnYes,OnNo,End Talkie ?,Talkie Motion,
B_2_2_Red_9_T2,Ruining your subject's property just isn’t right!,8,Red,Julius,,,,,,,,
B_2_2_Julius_10_T1,I…,9,Red,Julius,,,,,,,,
B_2_2_Marcus_11_T1,SILENCE!,10,Marcus,Brutus,,,,,,,,
B_2_2_Marcus_11_T2,Everything in the future king's kingdom is his! ,11,Marcus,Brutus,,,,,,,,
B_2_2_Marcus_11_T3,These commoners should be thankful they even get to be citizens here! ,12,Marcus,Brutus,,,,,,,,
B_2_2_Brutus_12_T1,Yeah….,13,Marcus,Brutus,,,,,,,,
B_2_2_Brutus_12_T2,Exactly what he said….,14,Marcus,Brutus,,,,,,,,
B_2_2_Marcus_13_T1,You don’t have to add onto everything I say!,15,Marcus,Brutus,,,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,16,Marcus,Brutus,6_MC,8_MO,,,,,,
B_2_2_Wally_14_T1,Your majesty…,17,Wally,Julius,,,,,,,,
B_2_2_Julius_15_T1,UGH! Leave me alone! Quit bothering me already! ,18,Wally,Julius,,,,,,,,
B_2_2_Red_16_T1,Gasp,19,Red,Clogg,,,,,,,,
B_2_2_Clogg_17_T1,*grunt*,20,Red,Clogg,,,,,,,,
B_2_2_Julius_18_T1,You know how it goes already!,21,Red,Julius,,,,,,,,
B_2_2_Julius_18_T2,Beat me and you can go forward.,22,Red,Julius,,,,,,,,
B_2_2_Julius_18_T3,But If I win ,23,Red,Julius,,,,,,,,
B_2_2_Julius_18_T4,you have to leave me alone! ,24,Red,Julius,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,25,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,26,Marcus,Brutus,6_MC,8_MO,,,,,,
B_2_2_Wally_19_T1,We know.,27,Red,Wally,,,,,,,,
B_2_2_Red_20_T1,You’ve got this explorer! We believe in you! ,28,Red,Wally,,,,,,,,
B_2_2_Wally_21_T1,Yeah! Go get 'em!,29,Red,Wally,,,,,,,,
B_2_2_Julius_22_T1,Alright~ let’s begin.,30,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,OCampDefeated_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_2_3_Julius_1_T1,NO! How can this be?!,0,,Julius,,,,,,,,
B_2_3_Marcus_2_T1,This isn’t right!,1,Marcus,Brutus,,,,,,,,
B_2_3_Marcus_2_T2,He is the future king! How dare you make him look bad!,2,Marcus,Brutus,,,,,,,,
B_2_3_Brutus_3_T1,Yeah…,3,Marcus,Brutus,,,,,,,,
B_2_3_Brutus_3_T2,yawn…,4,Marcus,Brutus,,,,,,,,
B_2_3_Brutus_3_T3,because losing is what’s making him look bad.,5,Marcus,Brutus,,,,,,,,
B_2_3_Marcus_4_T1,I’ve had about enough of you!,6,Marcus,Brutus,,,,,,,,
B_2_3_Red_5_T1,Good job explorer! I’m proud of you!,7,Red,Wally,,,,,,,,
B_2_3_Wally_6_T1,Impressive as always!,8,Red,Wally,,,,,,,,
B_2_3_Julius_7_T1,This isn't over! I’ll win next time!,9,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,OCampDefeated_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_2_3_Marcus_8_T1,Yeah!,0,Marcus,Brutus,,,,,,,,
B_2_3_Marcus_8_T2,Next time you’ll be the losers!,1,Marcus,Brutus,,,,,,,,
B_2_3_Brutus_9_T1,Yeah...that..,2,Marcus,Brutus,,,,,,,,
,,,,,,,,,,,,
$Title,OCampDefeated_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_2_3_Clogg_10_T1,I see nothing has changed.,0,,Clogg,,,,,,,,
B_2_3_Red_11_T1,I feel like we’ve gotten through to him a little bit!,1,Red,Wally,,,,,,,,
B_2_3_Wally_12_T1,Yeah!,2,Red,Wally,,,,,,,,
B_2_3_Clogg_13_T1,Hmmm…,3,Red,Clogg,,,,,,,,
B_2_3_Clogg_13_T2,Anyway~,4,Red,Clogg,,,,,,,,
B_2_3_Clogg_13_T3,thank you for helping me clean up again.,5,Red,Clogg,,,,,,,,
B_2_3_Red_14_T1,You’re welcome!,6,Red,Wally,,,,,,,,
B_2_3_Wally_15_T1,Always happy to help.,7,Red,Wally,,,,,,,,
B_2_3_Clogg_16_T1,I’ll see you kids around.,8,Red,Clogg,,,,,,,,
B_2_3_Red_17_T1,Alright! Let's be on our way!,9,Red,Wally,,,,,,,,
B_2_3_Wally_18_T1,Roger that!,10,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,PoopIntro_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_3_1_RedWally_1_T1,PEEUWWWW!!!!,0,Red,Wally,,,,,,,,
B_3_1_Red_2_T1,It looks like some monkeys were uhhh...,1,Red,Wally,,,,,,,,
B_3_1_Red_2_T2,partying hard.,2,Red,Wally,,,,,,,,
B_3_1_Wally_3_T1,Well whatever it was it reeks.,3,Red,Wally,,,,,,,,
B_3_1_Red_4_T1,I agree~,4,Red,Wally,,,,,,,,
B_3_1_Red_4_T2,Let's clean this up and be on our way.,5,Red,Wally,,,,,,,,
B_3_1_Wally_5_T1,Sounds like a plan…,6,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,PoopRebuilt_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,left,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_3_2_Red_1_T1,Well…,0,Red,Wally,,,,,,,,
B_3_2_Red_1_T2,I'm glad that was taken care of.,1,Red,Wally,,,,,,,,
B_3_2_Wally_2_T1,yeah… It still kinda smells though…,2,Red,Wally,,,,,,,,
B_3_2_Red_3_T1,Yeah I agree~ Let's get out of here-,3,Red,Wally,,,,,,,,
P_1_1_RedWally_9_T1,!!!,4,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
,,,,,,,,,,,,
$Title,PoopRebuilt_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
B_3_2_Julius_4_T1,Ew!,2,,Julius,,,,,,,,
B_3_2_Marcus_5_T1,YIKES!,3,Marcus,Julius,,,,,,,,
B_3_2_Marcus_5_T2,That smells awful!,4,Marcus,Julius,,,,,,,,
B_3_2_Brutus_6_T1,Gross…,5,Brutus,Julius,,,,,,,,
B_3_2_Julius_7_T1,UGh! Let's get this over with!,6,Red,Julius,,,,,,,,
B_3_2_Julius_7_T2,You know the rules. ,7,Red,Julius,,,,,,,,
B_3_2_Julius_7_T3,If you win you can go on ahead.,8,Red,Julius,,,,,,,,
B_3_2_Julius_7_T4,If I win ,9,Red,Julius,,,,,,,,
B_3_2_Julius_7_T5,you leave me alone,10,Red,Julius,,,,,,,,
B_3_2_Red_8_T1,Okay explorer let's hurry up and do this…,11,Red,Wally,,,,,,,,
B_3_2_Red_8_T2,It reeks…,12,Red,Wally,,,,,,,,
B_3_2_Wally_9_T1,I couldn't agree more..,13,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,PoopDefeated_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_3_3_Julius_1_T1,UGH! You’re so annoying! ,0,,Julius,,,,,,,,
B_3_3_Marcus_2_T1,You know what~ I don't even have anything to say.,1,Marcus,Brutus,,,,,,,,
B_3_3_Brutus_3_T1,It smells awful~ let's just move on ahead.,2,Marcus,Brutus,,,,,,,,
B_3_3_Brutus_3_T2,Please…,3,Marcus,Brutus,,,,,,,,
B_3_3_Brutus_3_T3,let's go..,4,Marcus,Brutus,,,,,,,,
B_3_3_Julius_4_T1,I'll win soon enough~ you hear me!,5,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,PoopDefeated_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_3_3_Marcus_5_T1,You’ll see us soon enough!,0,Marcus,Brutus,,,,,,,,
B_3_3_Brutus_6_T1,yeah…,1,Marcus,Brutus,,,,,,,,
B_3_3_Brutus_6_T2,Hopefully in a better smelling place…,2,Marcus,Brutus,,,,,,,,
,,,,,,,,,,,,
$Title,PoopDefeated_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_3_3_Red_7_T1,Phew! ,0,Red,,,,,,,,,
B_3_3_Red_7_T2,Good job explorer!,1,Red,,,,,,,,,
B_3_3_Red_7_T3,Now let's move on to better smelling areas,2,Red,Wally,,,,,,,,
B_3_3_Wally_8_T1,Please do.,3,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,CliffIntro_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,left,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_1_Red_1_T1,Woah!,0,Red,Wally,,,,,,,,
FR_1_1_Red_1_T2,It looks beautiful up here!,1,Red,Wally,,,,,,,,
FR_1_1_Wally_2_T1,Amazing!,2,Red,Wally,,,,,,,,
FR_1_1_RedWally_3_T1,Darwin!!,3,Red,Wally,,,,,,,,
FR_1_1_Darwin_4_T1,Oh!,4,Wally,Darwin,,,,,,,,
FR_1_1_Darwin_4_T2,There you guys are!,5,Wally,Darwin,,,,,,,,
FR_1_1_Wally_5_T1,Darwin!!,6,Wally,Darwin,,,,,,,,
FR_1_1_Wally_5_T2,You have to stop running off on us!,7,Wally,Darwin,,,,,,,,
FR_1_1_Red_6_T1,We get worried!,8,Red,Darwin,,,,,,,,
FR_1_1_Darwin_7_T1,Huh?!,9,Red,Darwin,,,,,,,,
FR_1_1_Darwin_7_T2,I’m sorry for uhh…,10,Red,Darwin,,,,,,,,
FR_1_1_Darwin_7_T3,worrying you...,11,Red,Darwin,,,,,,,,
FR_1_1_Darwin_7_T4,But! If it makes you feel better!,12,Red,Darwin,,,,,,,,
FR_1_1_Darwin_7_T5,I thought of another story to help Julius!,13,Red,Darwin,,,,,,,,
FR_1_1_Red_8_T1,Really?,14,Red,Darwin,,,,,,,,
FR_1_1_Red_8_T2,What story?!,15,Red,Darwin,,,,,,,,
FR_1_1_Darwin_9_T1,Well you see-,16,Red,Darwin,,,,,,,,
FR_1_1_Darwin_9_T2,Huh?!,17,Red,Darwin,,,,,,,,
P_1_1_RedWally_9_T1,!!!,18,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
,,,,,,,,,,,,
$Title,CliffIntro_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
FR_1_1_Julius_10_T1,I see Darwin is back yet again.,2,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_11_T1,Julius...,3,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_11_T2,You need to stop what you’re doing. It isn’t what princes~ or even future kings should be doing.,4,Darwin,Julius,,,,,,,,
FR_1_1_Julius_12_T1,…,5,Darwin,Julius,,,,,,,,
FR_1_1_Marcus_13_T1,You know nothing!,6,,Marcus,,,,,,,shake,
FR_1_1_Brutus_14_T1,Yeah…,7,Marcus,Brutus,,,,,,,,
FR_1_1_Brutus_14_T2,Yawn...,8,Marcus,Brutus,,,,,,,,
FR_1_1_Brutus_14_T3,the old king's advisor would know nothing about being a king…,9,Marcus,Brutus,,,,,,,,
FR_1_1_Brutus_14_T4,Compared to some royal guards…,10,Marcus,Brutus,,,,,,,,
FR_1_1_Marcus_15_T1,YOU IMBECILE! STOP TALKING!,11,Marcus,Brutus,,,,,,,,
FR_1_1_Red_16_T1,Please~,12,Red,Julius,,,,,,,,
FR_1_1_Red_16_T2,at least listen to him your highness.,13,Red,Julius,,,,,,,,
FR_1_1_Julius_17_T1,...,14,Red,Julius,,,,,,,,
FR_1_1_Darwin_18_T1,Remember when you were small~ and we went on an adventure through Spider Forest?,15,Darwin,Julius,,,,,,,,
FR_1_1_Julius_19_T1,...,16,Darwin,Julius,,,,,,,,
FR_1_1_Julius_19_T2,Yeah I do…,17,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_20_T1,Remember when we found a little lost spider? ,18,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_20_T2,And she couldn’t remember where her web was?,19,Darwin,Julius,,,,,,,,
FR_1_1_Julius_21_T1,I do remember that!,20,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_22_T1,*Chuckles*,21,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_22_T2,I remember you picking her up with your little paw~,22,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_22_T3,and went to every web you could find until you found her web!,23,Darwin,Julius,,,,,,,,
FR_1_1_Julius_23_T1,*Chuckles*,24,Darwin,Julius,,,,,,,,
FR_1_1_Julius_23_T2,yeah.,25,Darwin,Julius,,,,,,,,
FR_1_1_Julius_23_T3,I remember her mom was so worried about her!,26,Darwin,Julius,,,,,,,,
FR_1_1_Julius_23_T4,Moms are like that sometimes.,27,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_24_T1,I was so proud of you Julius.,28,Darwin,Julius,,,,,,,,
FR_1_1_Julius_25_T1,You were?,29,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_26_T1,Of course I was!,30,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_26_T2,Please~,31,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_26_T3,stop this madness.,32,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_26_T4,This isn’t you.,33,Darwin,Julius,,,,,,,,
FR_1_1_Julius_27_T1,But I…,34,Darwin,Julius,,,,,,,,
FR_1_1_Marcus_28_T1,RIDICULOUS! ,35,Marcus,Julius,,,,,,,shake,
FR_1_1_Marcus_28_T2,Your majesty! ,36,Marcus,Julius,,,,,,,,
FR_1_1_Marcus_28_T3,Just because you helped that commoner~ doesn’t mean anything!,37,Marcus,Julius,,,,,,,,
FR_1_1_Marcus_28_T4,We are your friends!,38,Marcus,Julius,,,,,,,,
FR_1_1_Marcus_28_T5,We know you better than anyone here! We know what you can do!,39,Marcus,Julius,,,,,,,,
FR_1_1_Brutus_29_T1,yeah… ,40,Brutus,Julius,,,,,,,,
FR_1_1_Brutus_29_T2,yawn ,41,Brutus,Julius,,,,,,,,
FR_1_1_Brutus_29_T3,exactly.,42,Brutus,Julius,,,,,,,,
FR_1_1_Brutus_29_T4,We’re your friends~ your highness…,43,Brutus,Julius,,,,,,,,
FR_1_1_Julius_30_T1,...,44,,Julius,,,,,,,,
FR_1_1_Julius_30_T2,...,45,,Julius,,,,,,,,
FR_1_1_Wally_31_T1,Your highness?,46,Wally,Julius,,,,,,,,
FR_1_1_Julius_32_T1,They’re right.,47,Wally,Julius,,,,,,,,
P_1_1_RedWally_9_T1,!!!,48,Wally,Red,6_MO_EI,5_MO_EI,,,,,,
FR_1_1_Darwin_33_T1,Julius!!,49,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_33_T2,No-,50,Darwin,Julius,,,,,,,,
FR_1_1_Julius_34_T1,No Darwin! They’re my friends! They know what’s best for me!,51,Darwin,Julius,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,52,Marcus,Brutus,6_MO,8_MC,,,,,,
FR_1_1_Marcus_35_T2,That’s right! We know what’s best!,53,Marcus,Brutus,,,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,54,Marcus,Brutus,6_MC,8_MO,,,,,,
FR_1_1_Brutus_36_T2,yeah that’s right…,55,Marcus,Brutus,,,,,,,,
FR_1_1_Julius_37_T1,Now leave me alone!,56,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,CliffIntro_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_1_Red_38_T1,No! Not again!,0,Red,Wally,,,,,,,,
FR_1_1_Wally_39_T1,!!!,1,Red,Wally,,,,,,,,
FR_1_1_Darwin_40_T1,No!,2,Darwin,Julius,,,,,,,,
FR_1_1_Darwin_40_T2,Your highness! ,3,Darwin,Julius,,,,,,,,
FR_1_1_Julius_41_T1,Don’t follow me!,4,Darwin,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,CliffIntro_1_p4,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
FR_1_1_Marcus_42_T1,See you later chumps!,2,Marcus,Brutus,,,,,,,,
FR_1_1_Brutus_43_T1,bye…,3,Marcus,Brutus,,,,,,,,
FR_1_1_Brutus_43_T2,chumps…,4,Marcus,Brutus,,,,,,,,
,,,,,,,,,,,,
$Title,CliffIntro_1_p5,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_1_Red_44_T1,Oh no…,0,Red,Wally,,,,,,,,
FR_1_1_Red_44_T2,And I thought we were getting through to him…,1,Red,Wally,,,,,,,,
FR_1_1_Wally_45_T1,It seems like Darwin got to him a little bit.,2,Red,Wally,,,,,,,,
FR_1_1_Wally_45_T2,Maybe if he thinks of more good memories of the prince he’ll come around.,3,Red,Wally,,,,,,,,
FR_1_1_Red_46_T1,You’re right Wally!,4,Red,Wally,,,,,,,,
FR_1_1_Red_46_T2,Hey Darwin?,5,Red,Darwin,,,,,,,,
FR_1_1_Red_46_T3,Do you think you can think of more stories of the prince?,6,Red,Darwin,,,,,,,,
FR_1_1_Darwin_47_T1,Hmm…,7,Red,Darwin,,,,,,,,
FR_1_1_Darwin_47_T2,I’ll certainly do my best.,8,Red,Darwin,,,,,,,,
FR_1_1_Darwin_47_T3,But as always~ the mess isn't helping my memory.,9,Red,Darwin,,,,,,,,
FR_1_1_Wally_48_T1,No problem Darwin.,10,Wally,Darwin,,,,,,,,
FR_1_1_Wally_48_T2,Sit back~ and we’ll clean this mess up.,11,Wally,Darwin,,,,,,,,
FR_1_1_Red_49_T1,Yeah!,12,Red,Darwin,,,,,,,,
FR_1_1_Red_49_T2,Don’t worry Darwin! We’ll clean this up in no time!,13,Red,Darwin,,,,,,,,
FR_1_1_RedWally_50_T1,Bubble bubble!,14,Red,Wally,,,,,,,,
P_1_1_RedWally_9_T1,!!!,15,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
FR_1_1_Darwin_51_T1,What’s that?!,16,Darwin,,,,,,,,,
FR_1_1_Bubbles_52_T1,Bubble bubble!,17,,Bubbles,,,,,,,,
FR_1_1_Red_53_T1,Oh no!,18,Red,Bubbles,,,,,,,,
FR_1_1_Red_53_T2,What happened to you?!,19,Red,Bubbles,,,,,,,,
FR_1_1_Bubbles_54_T1,Bubble bubble bubble! Gurgle Borp Bubble!,20,Red,Bubbles,,,,,,,,
FR_1_1_Wally_55_T1,Hmmm…,21,Red,Wally,,,,,,,,
FR_1_1_Wally_55_T2,I can’t understand him,22,Red,Wally,,,,,,,,
FR_1_1_Red_56_T1,Yeah~ neither can I.,23,Red,Wally,,,,,,,,
FR_1_1_Bubbles_57_T1,Burble burble!,24,Red,Bubbles,,,,,,,,
FR_1_1_Bubbles_57_T2,...,25,Red,Bubbles,,,,,,,,
FR_1_1_Bubbles_57_T3,POP!,26,Red,Bubbles,,,,,,,,
FR_1_1_Red_58_T1,Bubbles...,27,Red,Bubbles,,,,,,,,
FR_1_1_Red_58_T2,Oh!,28,Red,Bubbles,,,,,,,,
FR_1_1_Red_58_T3,Is that your name? Bubbles?,29,Red,Bubbles,,,,,,,,
FR_1_1_Bubbles_59_T3,Bubble Bubble! POP!,30,Red,Bubbles,,,,,,,,
FR_1_1_Darwin_60_T1,While we can’t fully understand you~ I can at least tell you’re injured,31,Darwin,Bubbles,,,,,,,,
FR_1_1_Red_61_T1,Oh! You’re right!,32,Red,Wally,,,,,,,,
FR_1_1_Wally_62_T1,And that’s where we come in!,33,Red,Wally,,,,,,,,
FR_1_1_Red_63_T2,Don’t worry friend! ,34,Red,Bubbles,,,,,,,,
FR_1_1_Red_63_T3,My friends and I will help patch you up~ and clean up your space!,35,Red,Bubbles,,,,,,,,
FR_1_1_Bubbles_64_T1,Bubble!,36,Red,Bubbles,,,,,,,,
FR_1_1_Wally_65_T1,All right.,37,Wally,Darwin,,,,,,,,
FR_1_1_Wally_65_T2,Darwin~ you keep trying to come up with stories to help Julius.,38,Wally,Darwin,,,,,,,,
FR_1_1_Wally_65_T3,Red~ the explorer~ and I will clean this place up and help the Octopus.,39,Wally,Darwin,,,,,,,,
FR_1_1_Darwin_66_T1,Sounds like a plan.,40,Wally,Darwin,,,,,,,,
FR_1_1_Darwin_66_T2,I’m counting on you!,41,Wally,Darwin,,,,,,,,
FR_1_1_Red_67_T1,Right!,42,Red,Darwin,,,,,,,,
FR_1_1_Red_67_T2,Let’s do it!,43,Red,Darwin,,,,,,,,
,,,,,,,,,,,,
$Title,OctopusQuips_1_p1,,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_2_Bubbles_1_T1,*distressed bubble sounds*,0,,Bubbles,,,,,,yes,,
,,,,,,,,,,,,
$Title,OctopusQuips_2_p1,,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_2_Bubbles_2_T1,*happy bubble sounds*,0,,Bubbles,,,,,,yes,,
,,,,,,,,,,,,
$Title,CliffRebuilt_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
FR_1_3_Red_1_T1,Hurray!,0,Red,Wally,,,,,,,,
FR_1_3_Red_1_T2,We did it!,1,Red,Wally,,,,,,,,
FR_1_3_Wally_2_T1,It looks good!,2,Red,Wally,,,,,,,,
FR_1_3_Wally_2_T2,Great job explorer.,3,Red,Wally,,,,,,,,
FR_1_3_Darwin_3_T1,You all did so well!,4,Wally,Darwin,,,,,,,,
FR_1_3_Darwin_3_T2,I’m impressed yet again!,5,Wally,Darwin,,,,,,,,
FR_1_3_Red_4_T1,How about you Bubbles?,6,Red,Bubbles,,,,,,,,
FR_1_3_Red_4_T2,Do you feel any better?,7,Red,Bubbles,,,,,,,,
FR_1_3_Bubbles_5_T1,Boorble Burble Bubble!,8,Red,Bubbles,,,,,,,,
FR_1_3_Wally_6_T1,*haha*,9,Wally,Bubbles,,,,,,,,
FR_1_3_Wally_6_T2,we'll take that as a yes.,10,Wally,Bubbles,,,,,,,,
FR_1_3_Red_7_T1,How about you Darwin? ,11,Red,Darwin,,,,,,,,
FR_1_3_Red_7_T2,Think of any stories to tell the prince?,12,Red,Darwin,,,,,,,,
FR_1_3_Darwin_8_T1,Oh yes! ,13,Red,Darwin,,,,,,,,
